report_id,report_text,report_type,site,department,date,hazard_type,work_type,precursor_categories,risk_level,missing_controls,language,is_synthetic,label_source
SYN-0227,Worker noticed loose handrail on staircase. Temporary barrier was placed and maintenance was notified. Repair scheduled for next day.,near_miss,Selenghat Station,Well Services,2024-10-07,ppe,pipeline repair,ppe,LOW,Hard hat; High-visibility vest,en,true,synthetic
SYN-0228,Small amount of debris fell from scaffold during dismantle operation. Area was cordoned and debris was cleared. No one was in zone.,unsafe_condition,Selenghat Station,Well Services,2024-02-13,gravity,pipeline repair,gravity,LOW,Fall protection harness; Guard rails,en,true,synthetic
SYN-0229,Safety meeting noted that two workers were not wearing high-visibility vests. Workers corrected immediately. Trend to be monitored.,unsafe_act,Nazira Oil Field,Logistics,2026-04-27,chemical,turnaround maintenance,chemical,LOW,Spill kit; Ventilation system,en,true,synthetic
SYN-0230,Minor first aid case: worker sustained small cut while opening package. Bandage was applied from first aid kit. No lost time.,unsafe_act,Dibrugarh Terminal,HSE,2025-11-16,chemical,turnaround maintenance,chemical,LOW,Chemical goggles; Spill kit,en,true,synthetic
SYN-0231,Driller climbed derrick without fall arrest harness. Safety line was frayed and not inspected. Worker was at 15 meters height during strong wind conditions.,unsafe_act,Selenghat Station,Well Services,2025-11-28,loto,lifting,loto,HIGH,Lockout/tagout devices; Energy isolation verification,en,true,synthetic
SYN-0232,Minor first aid case: worker sustained small cut while opening package. Bandage was applied from first aid kit. No lost time.,near_miss,Selenghat Station,Logistics,2024-07-23,loto,pipeline repair,loto,LOW,Energy isolation verification; LOTO procedure,en,true,synthetic
SYN-0233,Calibration sticker on gas detector was expiring in 2 days. Detector was removed from service and sent for calibration.,near_miss,Dibrugarh Terminal,HSE,2026-01-10,ppe,drilling,ppe,LOW,Safety glasses; Steel-toe boots,en,true,synthetic
SYN-0234,Minor first aid case: worker sustained small cut while opening package. Bandage was applied from first aid kit. No lost time.,unsafe_act,Dibrugarh Terminal,Engineering,2026-08-17,loto,pipeline repair,loto,LOW,Lockout/tagout devices; Group lockout box,en,true,synthetic
SYN-0235,Electrical panel door was left open after maintenance. Warning labels were faded and not replaced. No temporary barrier was installed.,unsafe_condition,Dibrugarh Terminal,Well Services,2025-10-18,pressure,turnaround maintenance,pressure,MEDIUM,Burst disc; Pressure relief valve,en,true,synthetic
SYN-0236,Operator noticed unusual vibration in pump during startup. Equipment was shut down per procedure. Maintenance team inspected and cleared.,unsafe_condition,Nazira Oil Field,HSE,2024-06-15,mechanical,excavation,mechanical,LOW,Lockout devices; Safe work procedure,en,true,synthetic
SYN-0237,Worker performed hot work on fuel storage tank without gas-free certificate. Flammable vapors were detected 2 hours before work started.,near_miss,Nazira Oil Field,Pipeline,2026-02-14,procedures,electrical work,procedures,HIGH,Job safety analysis; Supervision,en,true,synthetic
SYN-0238,Calibration sticker on gas detector was expiring in 2 days. Detector was removed from service and sent for calibration.,unsafe_condition,Selenghat Station,Engineering,2024-03-29,ppe,working at height,ppe,LOW,Hard hat; Steel-toe boots,en,true,synthetic
SYN-0239,Operator noticed unusual vibration in pump during startup. Equipment was shut down per procedure. Maintenance team inspected and cleared.,unsafe_condition,Nazira Oil Field,HSE,2025-01-27,electrical,electrical work,electrical,LOW,Insulated tools; Arc flash PPE,en,true,synthetic
SYN-0240,Fire extinguisher showed pressure in yellow zone during monthly inspection. Unit was replaced from backup stock. Tag was updated.,near_miss,Margherita Depot,Drilling,2025-01-03,pressure,electrical work,pressure,LOW,Pressure relief valve; Pressure gauge,en,true,synthetic
SYN-0241,Worker used damaged gas cylinder without pressure testing. Cylinder was last tested 3 years ago. Valve was leaking and worker was smoking nearby.,near_miss,Jorhat Pump Station,Engineering,2026-02-27,ppe,pipeline repair,ppe,HIGH,Hard hat; High-visibility vest,en,true,synthetic
SYN-0242,Fire extinguisher showed pressure in yellow zone during monthly inspection. Unit was replaced from backup stock. Tag was updated.,unsafe_act,Nazira Oil Field,HSE,2025-05-04,chemical,lifting,chemical,LOW,Ventilation system; Spill kit,en,true,synthetic
SYN-0243,Worker noticed loose handrail on staircase. Temporary barrier was placed and maintenance was notified. Repair scheduled for next day.,near_miss,Selenghat Station,Logistics,2026-04-25,ppe,electrical work,ppe,LOW,Safety glasses; High-visibility vest,en,true,synthetic
SYN-0244,Daily pre-shift briefing was not documented for one crew. Supervisor completed retroactive documentation. Template was updated.,near_miss,Dibrugarh Terminal,Logistics,2025-01-05,ppe,welding,ppe,LOW,Hard hat; Steel-toe boots,en,true,synthetic
SYN-0245,Calibration sticker on gas detector was expiring in 2 days. Detector was removed from service and sent for calibration.,near_miss,Margherita Depot,HSE,2024-06-02,procedures,lifting,procedures,LOW,Supervision; Training certification,en,true,synthetic
SYN-0246,Worker climbed ladder without maintaining three-point contact. Ladder was not secured at top. Safety boots had worn-out soles.,near_miss,Jorhat Pump Station,Logistics,2025-04-01,mechanical,drilling,mechanical,MEDIUM,Safe work procedure; Machine guarding,en,true,synthetic
SYN-0247,Crane was operated with 15 percent load capacity margin exceeded for brief period. Operator corrected immediately after warning from signalman.,unsafe_condition,Margherita Depot,Drilling,2025-11-19,ppe,pipeline repair,ppe,MEDIUM,Hard hat; Safety glasses,en,true,synthetic
SYN-0248,Worker forgot to wear safety glasses while chipping near rotating equipment. Chip guard was not in place. Supervisor observed from 10 meters away.,unsafe_condition,Jorhat Pump Station,Production,2024-12-18,electrical,welding,electrical,MEDIUM,LOTO procedure; Insulated tools,en,true,synthetic
SYN-0249,Operator noticed unusual vibration in pump during startup. Equipment was shut down per procedure. Maintenance team inspected and cleared.,unsafe_act,Dibrugarh Terminal,Pipeline,2026-02-26,confined_space,lifting,confined_space,LOW,Confined space permit; Isolation procedure,en,true,synthetic
SYN-0250,Small amount of debris fell from scaffold during dismantle operation. Area was cordoned and debris was cleared. No one was in zone.,unsafe_act,Selenghat Station,Engineering,2025-11-30,confined_space,turnaround maintenance,confined_space,LOW,Isolation procedure; Rescue plan,en,true,synthetic
